SPANISH,ENGLISH,ETYMON_GLOSS,CONCEPTICON_ID,CONCEPTICON_GLOSS
mitad,,BREAK,816,HALF
mitad,,MIDDLE,816,HALF
,moan(ing),MOAN,,
MoBr,,,,
moco (de la nariz),,COUGH,,
moco (de la nariz),,NOSE,,
moco (de la nariz),,SNOT,,
moco,,SNOT,208,NASAL MUCUS (SNOT)
"moho, ""mojo"" [ERH] [ETR]",,,,
mojado,,,1726,WET
mojado,,DRIP,1726,WET
mojado; hu*medo [ETR],damp [ERH],,,
mojado,,NOT ERG-STRENGTH,1726,WET
mojado,,soaked,1726,WET
mojado,,"sticky, muddy",1726,WET
mojar,,,,
mojarse,,,2324,GET WET
mojarse [ETR] [ERH],,,,
mojarse,,NOT ERG-STRENGTH,2324,GET WET
"mojo*n, cemento",,MOULD,,
mojo*n,,EARTH,,
mojo*n [ERH],,MOULD,,
mojo*n [ETR],,MOULD,,
mojo*n; lindero [ETR],,MOULD,,
mojo*n,,MOULD,,
,molar [ETR],QUERN,,
molcajete,,,,
molendero,,,,
moler,,,1033,GRIND
moler en metate,,,,
moler la 3a/u*ltima vez,,,,
molerlo,,,,
moler mai*z,,,,
moler segunda vez [ETR],to grind a second time [ETR],"STAB, POKE",,
molestar,,"SCRAPE, SCRATCH",,
molinillo [ERH],,BETWEEN,,
"molinillo, palo para revolver comida en olla",stirring stick,BETWEEN,,
molinillo,stirring stick,BETWEEN,,
molleja de gallina,,QUERN,,
molleja de pa*jaro,,BIG MOUNTAIN = volcano,,
molleja [ETR],,BIG MOUNTAIN = volcano,,
molleja,,GIZZARD,,
molleja,,QUERN,,
molleja,,TWIST,,
mollera,,,,
MoMo,,MOTHER,,
"Mo-Mo, Wi-Si, Wi-Br-Wi, Gr-Da, Gr-So's Wi",all of man,FEMALE CONNECTED KIN,,
mono barbado,,MONKEY,,
mono grande barbado,,MONKEY,,
"mono, mico",,MONKEY,,
mono,,MONKEY,1350,MONKEY
"mono, zaraguato",,MONKEY,,
montan*a,,,,
montan*a,,MANY TREEs = woods,,
monte,,,1821,BRUSH
monte alto,,BIG its FACE = wide,,
"monte, bosque (""muchos a*rboles"")",,MANY TREEs = woods,,
monte con espina con coyol,,NET,,
monte,,FEMALE CONNECTED KIN,1821,BRUSH
monte,,MANY TREEs = woods,1821,BRUSH
monte para paja [ETR],,PRICKLY PEAR,,
month name,,COVER,,
,moon,MOON,1313,MOON
moon,,MOON,,
mora,,,,
mora,,BLACKBERRY,,
mora,,NIGHTSHADE ,,
mora,,THORN,,
morder algo duro,,EAT,,
morder,,CHEW,1403,BITE
"morder, comer",,EAT,,
"morder, comer, masticar (carne)",,EAT,,
morder,,EAT,1403,BITE
morderlo [ETR],,EAT,,
morir,,DIE,1494,DIE
morir [ERH],,DIE,,
morirse,,DIE,,
"morral, matate",,HANGING,,
"morral, matate",,NET,,
"morral, scrotum",,NET,,
mosca,,FLY,1504,FLY (INSECT)
mosca grandecita que brilla como oro,,,,
mosca,,GREEN DEERFLY,1504,FLY (INSECT)
"mosca, gusano",,FLY,,
"mosca,gusano",,FLY,,
mosca ~ mosco,,FLY,,
"mosca, mosquito",,FLY,,
"mosca pequen*a, mosquito",,FLY,,
mosca verde,,FLY,,
mosca verde,,GREEN DEERFLY,,
mosca verde,,GREEN GRUB,,
mosco chiquito [ETR],,FLY,,
"mosquito, chaquiste",,FLY,,
mosquito,,FLY,1509,MOSQUITO
"mosquito, jejen",,FINE,,
"mosquito, jejen",,MAKE,,
mosquito,,SKEETER,1509,MOSQUITO
,"moss, pubic hair",HAIR of HEAD,,
"mostacilla, pinolillo [ETR]: animalito [ERH]",,TICK,,
mostrar,,,1039,SHOW
mostrar con dedo,,,,
,mother's brother,,2692,MATERNAL UNCLE (MOTHER'S BROTHER)
,mound,GATHER,,
,mountain,,639,MOUNTAIN
mountain cow,,MOUNTAIN COW,,
,"mountain cow, tapir",MOUNTAIN COW,,
,mouse,"MOUSE, RAT",1491,MOUSE
mouth; edge,,MOUTH,,
,mouth,MOUTH,674,MOUTH
mover,,BETWEEN,765,MOVE
mover lienzo en ri*o [ETR],to jiggle a cup of water [ETR],,,
moverlo con paleta,,BETWEEN,,
moverse,,AWAKE,,
movimiento,,MOVE,765,MOVE
moyote,,FLY,,
moyote,,WASP,,
muchacha,,CHILD,1646,GIRL
"muchacha, joven, sen*orita",,,,
"muchacha, joven, sen*orita",,FEMALE CONNECTED KIN,,
"muchacha, joven, sen*orita",,MOTHER,,
"muchacha, (""mujer nueva"")",,,,
muchacho,,,1366,BOY
"muchacho, joven, patojo",,,,
"muchacho, joven, patojo",,FEMALE CONNECTED KIN,,
"muchacho, joven, patojo",,man,,
"muchacho, joven, patojo",,MOTHER,,
"muchacho, joven, patojo",,RAW,,
muchacho,,LITTLE,1366,BOY
mucho,,,1198,MANY
mucho,,BIG,1198,MANY
mucho (en compos.),,,,
"mucho, espeso",,NOT ERG-STRENGTH,,
mucho,,GROW,1198,MANY
mucho(s) (en comp.),,,,
mudo,,DUMB,2320,MUTE PERSON
"muela, piedra de moler",,QUERN,,
muela,,QUERN,1049,MOLAR TOOTH
muela,,TOOTH,1049,MOLAR TOOTH
muerto,,DIE,1625,DEAD
muerto,,SUN,1625,DEAD
mugre,,,,
mujer,,,962,WOMAN
mujer embarazada,,"CARRY, LOAD",,
mujer embarazada,,PAIN,,
"mujer, esposa",woman,,,
mujer,,FEMALE CONNECTED KIN,962,WOMAN
mujer,,IN-LAWS,962,WOMAN
mujer que acaba de dar a luz,,,,
mujer que acaba de dar a luz,,PAIN,,
mujer,woman,,962,WOMAN
mula,,DEER,890,MULE
mula,,MOUNTAIN COW,890,MULE
(mula) rigiosa,[jumpy: beat/whip it just a bit and it takes off],,,
mundo,,,965,WORLD
mundo,,EARTH,965,WORLD
"mundo (""faz de tierra"")",,EARTH,,
mundo; suelo,,EARTH,,
muneca de la mano,,,,
mun*eca de la mano,,MAIZE of HAND = finger,,
murcie*lago,,BAT,,
murcielago,,BAT,,
murcie*lago [ETR],,BAT,,
murcie*lago grande,,BAT,,
"murcie*lago, ""morcie*lago""",,BAT,,
murcie*lago,,SKIN,,
murio*,,DIE,,
"muro, construccio*n de mezcla",,MOULD,,
"musgo de piedras [ERH,-ETR]",moss [ETR],MOSS,,
musgo,,HAIR of HEAD,637,MOSS
musgo,,MOSS,637,MOSS
"mush, ombligo",,NAVEL,,
mu*sica en general,,FLUTE,,
"muslo, bifurcacio*n",,,,
"muslo, pierna",,THIGH,,
muslo,,THIGH,471,UPPER LEG (THIGH)
muslo,thigh,THIGH,471,UPPER LEG (THIGH)
,"mustache, beard [ETR]",HAIR,,
musty,,ROT,,
muy,,,,
muy bueno,"[kind, generous]",,,
"muy, mucho",,MAKE,,
muy,,NOT ERG-STRENGTH,,
muy,,NOT GOOD,,
muy,,PAY,,
"muy pensativo [ERH,-ETR]",,"THINK, KNOW",,
muy sucio [ETR],,MUD,,
mythical bird,,HAWK,,
"nacer, parir",,FEMALE CONNECTED KIN,,
nacimiento de agua,,AWAKE,,
nacimiento de agua,,FEMALE CONNECTED KIN,,
nacimiento de agua,,NECK,,
nacio*,,,,
nacio*,,AWAKE,,
nacio*,,FEMALE CONNECTED KIN,,
nada,,,,
nadar,,SWIM,1439,SWIM
"nadie, ninguno",,,,
nado*,,,,
nado*,,SWIM,,
nagual,,SLEEP,,
nagual,,WITCHCRAFT,,
nalga,,ARSE,,
"nalga, ""cachete de culo""",,TOOTH,,
nalga [ERH],,ARSE,,
nalga [ERH],,TOOTH,,
nalga,,TOOTH,,
[N,,ALL,,
,name [ETR],NAME,,
name,,NOT SAY,,
nance [ERH]; nanche [ETR],,COVER,,
nance [ERH]; nanche [ETR],,nanche,,
nance,,nanche,,
"nanchi, nance",,nanche,,
nariz; moco,,NOSE,,
nariz,,NOSE,1221,NOSE
nariz,,SNOT,1221,NOSE
naturaleza,,,,
"natural, indi*gena",,,,
nauyaca [ETR],,,,
[N,,BETWEEN,,
neblina,,,249,FOG
neblina,,SHADOW; CLOUD,249,FOG
necio [ETR],"(pesterer -- with hostility, arrogance) [ETR]",DOG,,
necklace,,,,
,needle [ETR] [ERH],SEW,,
negar,,HIDE,755,DENY
,negative,,1240,NOT
negativo,not,,,
negro,,BLACK,163,BLACK
"nene(a), nin*o pequen*o",,,,
"nene [ERH,-ETR]; criatura [ETR]",,,,
"nenes [ERH,-ETR]",,,,
,"nephew, cousin",cousin,,
nervio [ERH],,ROPE,,
"nervio, vena",,SINEW,,
,nest,CLOTHING; COTTON,3549,BIRD NEST
,[new],,,
nido,,CLOTHING; COTTON,539,NEST
nido + colcho*n,,NEST,,
"nido de {pa*jaro, animal",,CLOTHING; COTTON,,
nido [ETR],,CLOTHING; COTTON,,
nido,,NEST,539,NEST
nido,,SLEEP,539,NEST
nieta,,,1619,GRANDDAUGHTER
nieta,,FEMALE CONNECTED KIN,1619,GRANDDAUGHTER
nieto,,,1618,GRANDSON
nieto/a,,,,
nieto/a de mujer,,FEMALE CONNECTED KIN,,
nieto,,FEMALE CONNECTED KIN,1618,GRANDSON
"nieto, nieta",,,,
"nieto, partero",,,,
"night, darkness",,NIGHT,,
nighthawk,,CUTWORM,,
,night,NIGHT,1233,NIGHT
nigua,,FLEA,,
nigua,,GREEN GRUB,,
"nigua (""pulga entrada"")",,FLEA,,
"nigua (""pulga que entra"")",,FLEA,,
nin*a,,,,
nin*a,,FEMALE CONNECTED KIN,,
,nine,NINE,1483,NINE
ninguno,niether,ONE,,
nin*o,,,,
nin*o,,"CARRY, LOAD",,
nin*o,,CHILD,,
nin*o del ojo [ERH] [ETR],,BIRD,,
nin*o,,FEMALE CONNECTED KIN,,
nin*o,,MAKE,,
"nin*o/nin*a, chamaco/chamaca",,LITTLE,,
"nin*o que sigue del primero [ERH,-ETR]",one's immediately younger sibling [ETR],latest child,,
ni*spero,,,,
nixtamal,,,,
"nixtamal, mai*z cocido",,,,
no,,,1269,NO
no bien amarrado,,LOOSE,,
noche,,BIG NIGHT = `dawn',1629,EVENING
noche [ETR],,NIGHT,,
noche,,HIT,1629,EVENING
noche,,NIGHT,1629,EVENING
noche(s),,SLEEP,,
no esta*,,,,
no hay,,,,
"noma*s, so*lo, solamente",,,,
nombrarlo,,NOT SAY,,
nombre,,NAME,1405,NAME
nombre,,NOT SAY,1405,NAME
"no, negative",,,,
nopal,,PRICKLY PEAR,,
"nopal, tuna",,PRICKLY PEAR,,
no_parejo/torcido (e.g. corte),,TWIST,,
norte,,EXIT of SUN = `east',1598,NORTH
,north [ETR],GO.IN,,
,"nose, beak, tip, point",NOSE,,
,nose [ETR],NOSE,,
no sirve,,NOT GOOD,,
nosotros,,,1212,WE
nosotros (exclusiva),,we,,
nosotros (inclusiva),,we,,
nosotros,,we,1212,WE
,"not complete, with part missing",BREAK,,
nothing; no,,,,
[N; su abertura de [N,,MOUTH,,
,`nth time' [ERH],BIG ROAD = `street',,
nube,,,1489,CLOUD
"nube, argen*o",fog,SHADOW; CLOUD,,
nube [ETR],,SHADOW; CLOUD,,
nube; horizonte,,SHADOW; CLOUD,,
nube,,SHADOW; CLOUD,1489,CLOUD
"nublado, mal tiempo [ETR]; 'nublado' [ERH]",(bad weather) [ETR],,,
nublarse/eclipsarse la luna [ERH],,EAT,,
"nublina, sereno, ""orina del frio""",,,,
nuca,,,1347,NAPE (OF NECK)
nuca,,BACK of NECK = nape,1347,NAPE (OF NECK)
nuca [ETR],,BACK of NECK = nape,,
nuca [ETR],,NECK,,
nudo,,TIE,760,KNOT
nuera de mujer,,IN-LAWS,,
"nuera, suegra",,woman,,
nuera,,woman,,
nueve (9),,NINE,,
nueve,,NINE,1483,NINE
nuevo,,,1231,NEW
nuevo,,BALL-SHAPED,1231,NEW
nuevo [ETR] [ERH],,,,
,[numb from a cut nerve],"LIE, DECEIVE",,
nu*mero,,MEASURE,,
obedecer [ETR],,BIG,,
obedecer,,SUN,1635,OBEY
obra de alfarero,,,,
obsequiar,,GIFT,,
"ocelote, tigre",,COYOTE,,
ochenta,,,,
ochenta,,OCHENTA,,
ochenta [WRONG GLOSS],,,,
ochocientos,,400,,
ochocientos,,TWO HUNDRED,,
ochocientos [wrong numerically],,160,,
ochocientos [wrong numerically],,BIG MOUNTAIN = volcano,,
ocho,,EIGHT,1705,EIGHT
ocho,eight,EIGHT,1705,EIGHT
ocho mil (8000),,CACAO,,
ocote,,PINE,,
"offering, gift",,GIFT,,
"oficio, cargo",,WORK,,
"oir, escuchsr, entender, sentir",,HEAR,,
oi*r,,HEAR,1408,HEAR
"oi*r, sentir",,HEAR,,
ojeado,,SEE,,
"ojo, cara",,FACE,,
ojo,,FACE,1248,EYE
"ojo, fruta, cara",,FACE,,
"ojo, fruta",,FACE,,
ojos cerrados,,CLOSE.EYES,,
ojo,,SEED,1248,EYE
,older sister; grandmother,FEMALE CONNECTED KIN,,
"oler, besar",,SMELL,,
oler,,FAN,1586,SMELL (PERCEIVE)
"oler flores, etc.",,SMELL,,
oler mucho,,SNOT,,
"oler, oscular",,SMELL,,
oler,,SMELL,1586,SMELL (PERCEIVE)
olla de barro,,EARTH,,
olla de barro,,POT,,
"olla de peltre, caldera",,POT,,
olla,,DRINK,2055,CLAY POT
olla,,POT,2055,CLAY POT
olor,,BAD-SMELLING,2124,SMELL
olor de carne podrida,,BAD-SMELLING,,
olor de mariscos,,ROT,,
olor [ERH],,NOT ERG-STRENGTH,,
olor feo,,BAD-SMELLING,,
"oloroso, fragante",,SMELL,,
olor rancio,,ROT,,
olor,,SHADOW; CLOUD,2124,SMELL
olote,,,,
olote [ETR],,,,
olote,l,,,
"olote, xilote",,,,
olvidarse [ETR],,,,
ombilgo,,NAVEL,,
ombligo,,NAVEL,1838,NAVEL
,on all fours,BEND,,
once,,ELEVEN,1706,ELEVEN
once,eleven,ELEVEN,1706,ELEVEN
onde vender,,TRADE,,
,one,ONE,1493,ONE
one,,ONE,,
on top of ...,,HEAD,,
open-handed,,,,
,opposum,POSSUM,,
oracio*n,,,,
orange-fronted parrakeet,,PARROTS,,
orar,,,24,PRAY
orden*ar,,,,
orden*arlo [ETR],,,,
oreja,,CORNER,1247,EAR
oreja,,EAR,1247,EAR
oreja [ERH],,EAR,,
"oreja, ""oyi*do""",,EAR,,
orejo*n,,,,
o*rgano sexual,,GENITALS,,
orientarlo [ETR],,GO.IN,,
oriente,,EXIT of SUN = `east',,
"orilla, borde",,MOUTH,,
"orilla, borde",,NOSE,,
orina,,,1142,URINE
orina [ETR],,,,
"orina, meado",,PISS,,
orina,,PISS,1142,URINE
orinar,,PISS,592,PISS
"oro, plata",,METAL,,
oro,,YELLOW METAL = gold,1369,GOLD
oscuro,,BLACK,706,DARK
oscuro [ETR],,BLACK,,
oscuro,,NIGHT,706,DARK
"otate, ""chitate""",,FERN,,
otra vez,,,204,AGAIN
otro,,,197,OTHER
otro (ma*s),,,,
"oveja, borrego",,,,
"oveja, borrego",,CLOTHING; COTTON,,
,"over, above [ETR]",SKY,,
pacaya,,,,
pacaya de monte (Chamaedora sp.),,,,
,pacaya palm,,,
pacaya: palma para adornar,,,,
pachita (mai*z) - dos mazorcas en un olote,,,,
"pachito, chaparrito",,TRAP,,
"padeciendo de anemia, muy pa*lido [ERH,-ETR]",,ROT,,
padre,,,1217,FATHER
"padre de madre, primo",,,,
padre,father,,1217,FATHER
padre,,FATHER,1217,FATHER
padre,father,FATHER,1217,FATHER
"padre, ti*o",father,FATHER,,
padrino,,,,
paga del trabajo,,PAY,,
pagar; deudas,,PAY,,
pagar,,PAY,718,PAY
page; leaf,,FAN,,
,,PAIN,,
,"painful, desire, love",PAIN,,
paisaje,,MANY TREEs = woods,,
"pai*s, pueblo",,TOWN,,
"pai*s, pueblo",,TRADE,,
paja,,,,
"paja, pajo*n",,,,
paja para techo,,,,
pa*jaro,,ANIMAL,937,BIRD
"pa*jaro, ave",,BIRD,,
"pa*jaro, ave, pene",,BIRD,,
pa*jaro azul,,,,
pa*jaro,,BIRD,937,BIRD
"pa*jaro carpintero, cheje",,BIRD,,
"pa*jaro carpintero, cheje",,WOODPECKER,,
pa*jaro como gavila*n pero ma*s grande; 3 alas blancas,,HAWK,,
"pa*jaro ""culeche"" - carpintero",,WOODPECKER,,
pa*jaro nocturno,,CUTWORM,,
pa*jaro quetzal,,QUETZAL,,
pa*jaro; verga,,BIRD,,
palabra,,,1599,WORD
palabra,,SPEAK,1599,WORD
"paladar, cielo de la boca",,,,
paladar (= ha7h),,,,
paladar,,TOOTH,,
"pala [ERH,-ETR]",,GOURD,,
paleta [ERH],shoulder blade [ERH],,,
palizada,,,,
,palm,,1183,PALM OF HAND
palma,,,1183,PALM OF HAND
(palma de) coyol,,cohune palm,,
palma de la mano,,,1183,PALM OF HAND
palma de la mano,,PLATE,1183,PALM OF HAND
palma (fe*nix),,,,
palma grade,,,,
"palma, ladrillo [adobe (no se usa)]",,MUD,,
palma,palm-tree,,1183,PALM OF HAND
palma (para adornos),,,,
palma que da fruta comestible,,,,
palmera: se come,,AGOUTI,,
palmita,,,,
palmito,,,,
palo (a)marillo [ETR]; palo de zope [ERH],,SYCAMORE,,
palo amate,,FICUS,,
"palo, a*rbol",,,,
"palo, a*rbol / madera",,,,
palo chicle; chicozapote,,,,
palo 'copalchi*' [ETR],similar to 'chiri*' [ETR],,,
palo de aliso,,SYCAMORE,,
palo de amate,,HAIR of HEAD,,
palo de chiche - una espina que tiene fruto,,TIT,,
palo de copal - corronchudo [ETR],(rough bark) [ETR],,,
palo de copal: es liso [ETR],copal tree: has smooth bark [ETR],,,
(palo de) corcho,,,,
palo de escoba [ETR],,SWEEP,,
palo de guapinol [ETR],,"sausage tree, stinking toe",,
palo de hule,,BLOOD,,
palo de jiote,gumbolimbo,GUMBOLIMBO,,
palo de jiote,gumbolimbo,MANGE TREE = `gumbolimbo' ,,
palo de pito,,coral bean tree,,
palo [ETR],,,,
palo hecho en forma de caballito; banco,,BOARD,,
palo jiote [ETR],,GUMBOLIMBO,,
palo jiote,,GUMBOLIMBO,,
paloma de castilla,,DOVE,,
"palo, madera",,,1295,STICK
paloma,,DOVE,1853,DOVE
paloma maren*a [ERH],,DOVE,,
paloma silvestre,,DOVE,,
palomilla (mariposa que apaga la luz),,BUTTERFLY,,
"palo mulato, chaca",gumbolimbo tree,GUMBOLIMBO,,
palo mulato,,GUMBOLIMBO,,
palo mulato,gumbolimbo tree,GUMBOLIMBO,,
palo ojite (a*rbol y fruta),,,,
palo para sembrar,,,,
palo para sembrar,,NOT to GIVE,,
palo para sembrar,,WORK,,
palo que sirve por mecate,,POT,,
"palo travesado por ri*o, palo para travesar ri*o",[makeshift bridge across stream],BRIDGE,,
palo tumbado,,CUT,,
palpitar (corazo*n),,HIT,,
paludismo,,,,
Pame,,ANIMAL,,
panal [ETR],wasp's nest [ETR],HOUSE,,
panal,,WASP,,
panal,wasp ('s nest),WASP,,
panal,wasp('s nest),WASP,,
pan,,EAT,1368,BREAD
"panela, dulce",,WASP,,
panela,,WASP,,
pantalo*n (de ladino),,CLOTHING; COTTON,,
pantalo*n (de ladino),,TROUSERS,,
pantalo*n [ETR],,TROUSERS,,
pantano,,MUD,1145,SWAMP
pantano,"swamp, marsh",BUBBLE,1145,SWAMP
pantano,"swamp, marsh",CHOKE,1145,SWAMP
"panteo*n, camposanto",,HIDE,,
"pantorilla (""mierda de pie"")",calf of leg,SHIT,498,CALF OF LEG
"pantorrilla (""mierda de pie"")",calf of leg,SHIT,,
,pants (TK: drawers),TROUSERS,,
pan*uelo,,GO.BACK,,
pan*uelo,,TIE,,
"pan*uelo, ""zute""",,GO.BACK,,
"pan*uelo, ""zute"", tapete",,GO.BACK,,
panza,,,1251,BELLY
panza,belly,,1251,BELLY
"panza de animal, esto*mago",,,,
panza (de novillo),,,,
panzudo [ETR],,BALL-SHAPED,,
papa*,,,593,POTATO
papa; camote,,SWEET POTATO,,
papa*,,FATHER,593,POTATO
papa,potato,SWEET POTATO,593,POTATO
"papa*, sen*or",,,,
papa,,SWEET POTATO,593,POTATO
papel,,FICUS,648,PAPER
"papel, libro, amate",,FICUS,,
"papel, libro",,FICUS,,
"papel,libro",,FICUS,,
,"paper, book",FICUS,,
papero [ERH],swelling [ETR],SWELL,,
par,,,1888,PAIR
para costurar,,CUT,,
parado,,,1442,STAND
parado,,BEND,1442,STAND
"parado, de pie",,STANDING,,
parado [ETR],,STANDING,,
parado,,SEATED,1442,STAND
parado,,STANDING,1442,STAND
parado,,WORK,1442,STAND
`para entrar' (entrada?),,GO.IN,,
parali*tico,,,,
?para que*?,,,,
pararse,,BEGIN,570,STAND UP
"pararse, esperar, cesar",,STANDING,,
parar,,STANDING,3351,STOP DOING
parece a*guila,,HAWK,,
"parecido, semejante",,,,
"parecido, semejante",,ONE,,
pared,,,933,WALL (OF HOUSE)
"pared, adobe",,MUD,,
"pared, bajareque",,,,
pared de casa blanca,,,,
pared de palos,,,,
"pared, edificio",,,,
"pared [ERH,-ETR]",,,,
pared,,MOULD,933,WALL (OF HOUSE)
pared,,MUD,933,WALL (OF HOUSE)
"pared, muro [ERH,-ETR]",,MUD,,
parejo [ETR] [ERH],,,,
"parejo, igual",,,,
"pariente, familiar",,,,
pariente hembra,,FEMALE CONNECTED KIN,,
pariente hembra,,SIBLINGS,,
pariente poli*tico,,,,
parientes [ERH],,ROPE,,
pariente varo*n,,cousin,,
pario*,,FEMALE CONNECTED KIN,,
par,,NOT to TAKE,1888,PAIR
"paro*, ceso*, suspendio*",,STANDING,,
parpadear,[blink],CLOSE.EYES,1655,BLINK
par,[pair],,1888,PAIR
partera,,,,
partera,,TWIST,,
,partially uncovered [body],SMOOTH,,
parti*cula de afirmacio*n,,,,
partir a pedazos,,BREAK,,
partir,,BREAK,,
"partirlo, rajarlo",,YAWN,,
partir (ocote),,BREAK,,
"partir, rajar",,BREAK,,
partir,,YAWN,,
,partition in house,COVER,,
par,,TWO,1888,PAIR
pasada manana,,TWO,,
pasado man*ana,,TWO,,
"pasar, cortar",,CUT,,
"pasar [ETR,ERH]",,GO.BY,,
pasar,,GO.BY,,
pasar ri*o con vado,,WASH,,
"pasar, salir",,GO.OUT,,
pasar,,TURN,,
pashita [ETR],type of bird [ETR],BIG MOUNTAIN = volcano,,
pashte blanco que sirva para 24 diciembre,,MOSS,,
paso*,,GO.BY,1158,STEP
pataxte,,CACAO,,
pataxte,,JAGUAR,,
patear,,,1135,KICK
patio,,TOWN,,
pato,,DUCK,1360,DUCK
patrona,,MOON,,
"patro*n, duen*o",,,,
"patro*n, jefe, duen*o, amo",,,,
patro*n,,MOON,,
pavo de monte,,MANY TREEs = woods,,
pavo de monte,,TURKEY,,
paxte,,CLOTHING; COTTON,,
paxte,,MOSS,,
pecado,,,,
"pecado, culpa, deuda",,MISDEED,,
"pecado, delito",,MISDEED,,
pecado,,MISDEED,,
pecar [ERH],,,,
pecar [ERH],,MISDEED,,
peccary eyelashes bean (Phaseolus lunatus),,PECCARY,,
peccary,,PECCARY,,
pecho,,,1402,BREAST
"pecho, corazo*n",,,,
pecho,,COVER,1402,BREAST
"pecho, leche",,TIT,,
"pecho, to*rax",,,,
pedacitos [ETR],,BREAK,,
pedernal,,,,
pedernal; cuarzo,,,,
"pedernal, eslabo*n [negro, blanco]",,,,
"pedernal, obsidiana",,,,
pedir,,,1309,ASK (INQUIRE)
pedir a otro que haga trabajo para alguien,,"CALL, YELL, SHOUT",,
pedir fiado,,DEBT,,
pedir lo que se debe,,,,
pedo [ETR],,FART,,
pedo,excrements,FART,1159,FART
pedo,,FART,1159,FART
"pedo, ventoso",,FART,,
pegado (como una cola),[one flat thing to another],STICKY,,
pegado con otra cosa,,,,
"pegajoso [ETR], cosa pegajosa [ERH]",,STICKY,,
pegajoso [ETR],"sticky, gummy [ETR]",STICKY,,
pegajoso,,GRAB,3703,STICKY
pegajoso,,STICKY,3703,STICKY
pegar,,,1069,GLUE
pegar con un palo,,HIT,,
"pegar, dar chicote",,HIT,,
"pegar, golpear",,HIT,,
peinar,,COMB,2070,COMB (VERB)
peine,,COMB,1475,COMB
"pelado (e.g. mazorca, animal, miltomate)",,PEEL,,
pelar,,BREAK,275,PEEL
pelar,,PEEL,275,PEEL
"pelarse bien [ERH,-ETR]",,PEEL,,
"pelarse, descararse",,PEEL,,
peleo*,,,,
peleo*,,CRAZY,,
peleo*,,HIT,,
pellizcar,,,378,PINCH
pellizcar,,BREAK,378,PINCH
"pelo, cabello",,HAIR of HEAD,,
"pelo, cabeza",,HAIR,,
pelo de animal,,HAIR,,
pelo de animal,,HAIR of HEAD,,
pelo de la cabeza,,HAIR of HEAD,,
pelo del cuerpo,,HAIR of HEAD,,
pelo del huevo,,HAIR of HEAD,,
pelo de maiz,,NETTLE,,
pelo [ETR],,HAIR of HEAD,,
pelo,,HAIR,1040,HAIR
pelo,,HAIR of HEAD,1040,HAIR
"pelo (individual), chamarra",,HAIR,,
pelo (in general),,HAIR,,
pelo*n,,GOURD,,
"pelota, bola",,BALL-SHAPED,,
"pelota, bola",,"ROLL, WRAP",,
"pelota, bola",,SKIN,,
peludo,,,,
pen*a,,,,
pen*a,,BIG MOUNTAIN = volcano,,
"pena, pecado",,MISDEED,,
pen*asco,,BIG MOUNTAIN = volcano,,
pen*a,,STANDING,,
pen*a,,TOWN,,
pen*a,,WHITE,,
pene,,GENITALS,1222,PENIS
"pene, verga",,GENITALS,,
"pene, verga, huevo, chile",,GENITALS,,
"pene, vulva",,GENITALS,,
,penis,GENITALS,1222,PENIS
penis,,GENITALS,,
pensar,,,1415,THINK (REFLECT)
pensar,,MEASURE,1415,THINK (REFLECT)
pensar,,"THINK, KNOW",1415,THINK (REFLECT)
pensativo [ERH],be thinking [ETR],"THINK, KNOW",,
pepenar,,,,
pepenar,,GATHER,,
"pepenar, levantar",,GATHER,,
"pepenar, levantar, juntar, escoger",,,,
"pepenarlo, escogerlo",,,,
pepita de ayote,,PIP of PUMPKIN,,
pepita de ayote,,SQUASH,,
"pepita de calabaza [ERH], semilla de calabaza [ETR]",squash seed [ETR],SQUASH,,
pepita de calabaza,,SQUASH,,
pepita [ETR],,SEED,,
"pepita, grano",,SEED,,
"pepita, grano, testi*culo",,SEED,,
pepita,,SEED,,
"pequen*o, chico",,LITTLE,,
pequen*o,,FINE,,
perder,,,1660,LOSE
perder (en un negocio),,,,
"perder, gastar",,,,
"perder, olvidar",,,,
perderse,,,423,GET LOST
"perder[se], gastar (dinero",,,,
perder,,TRADE,1660,LOSE
pe*rdida,,,,
perdonarlo [ETR],,HELP,,
perico (Aratinga canicularis),,PARROTS,,
perico*n,,MARIGOLD ,,
perico,,PARROTS,886,PARAKEET
"perro, chucho",,DOG,,
perro,,DOG,2009,DOG
perro [ETR],,DOG,,
perro que sirve para ladrar,,BARK,,
persignarse [ETR],,,,
"persona, gente",,,,
personas,,,,
personas que vienen de muy larga distancia [ERH],,LONG,,
pesado [ETR],,HEAVY,,
pesado,,HEAVY,1210,HEAVY
pesado,,NOT HEAVY,1210,HEAVY
pescadito,,,,
pescadito,,SNAKE FISH = `eel',,
pescado,,,227,FISH
pescado [ETR],,,,
pescado,,SNAKE FISH = `eel',227,FISH
pescar,,,2638,FISHING
pescar con atarraya [ETR],,NET,,
pescarlo [ERH],,NET,,
pesco*,,,,
pesco*,,GRAB,,
pesco*,,SNAKE FISH = `eel',,
"pescuezo, cuello",,,,
"pescuezo, cuello",,NECK,,
pescuezo [ETR],,NECK,,
peso*,,MEASURE,,
peso*,,NOT HEAVY,,
peso,weight,NOT HEAVY,2466,WEIGHT
"pestan*a, ceja",,HAIR,,
pestan*a del ojo [ERH],,HAIR,,
pestan*a,,HAIR,,
,pestle [ETR],BREAK,,
,pestle [ETR],CHILLI,,
